Taxa	Genotype	Country	Date
MH921830.1	HCV-1	Equatorial Guinea	2018
MH885469.1	HCV-1	Germany	2017
MH743151.1	HCV-4	France	2015
MH743150.1	HCV-4	France	2015
MH743149.1	HCV-4	France	2015
MH743148.1	HCV-4	France	2015
MH743147.1	HCV-4	France	2015
MH742371.1	HCV-4	Uganda	2014
MH742370.1	HCV-4	Uganda	2014
MH742369.1	HCV-4	Uganda	2014
MH742368.1	HCV-4	Uganda	2014
MH742367.1	HCV-4	Uganda	2014
MH742366.1	HCV-4	Uganda	2014
MH742365.1	HCV-4	Uganda	2014
MH742364.1	HCV-4	Uganda	2014
MH742363.1	HCV-4	Uganda	2014
MH742362.1	HCV-4	Uganda	2014
MH742361.1	HCV-4	Uganda	2014
MH742360.1	HCV-4	Uganda	2014
MH590701.1	HCV-8	Canada	2015
MH590700.1	HCV-8	Canada	2017
MH590699.1	HCV-8	Canada	2016
MH590698.1	HCV-8	Canada	2016
MH492362.1	HCV-6	Myanmar	2014
MH492361.1	HCV-6	Myanmar	2014
MH492360.1	HCV-6	Myanmar	2014
MH477426.1	HCV-4	Cameroon	2015
MH477424.1	HCV-4	Cameroon	2016
MH477423.1	HCV-2	Cameroon	2016
MH477421.1	HCV-4	Cameroon	2016
MH477420.1	HCV-1	Cameroon	2016
MH477418.1	HCV-4	Cameroon	2016
MH477417.1	HCV-4	Cameroon	2016
MG879000.1	HCV-6	China	2014
MG878999.1	HCV-6	China	2014
MG437050.1	HCV-6	China	2012
MG428679.1	HCV-3	Pakistan	2016
MG406988.1	HCV-2	Denmark	2012
MG406987.1	HCV-2	Denmark	2012
LC773640.1	HCV-4	Gabon	2016
LC773639.1	HCV-4	Gabon	2016
LC773638.1	HCV-4	Gabon	2016
LC773637.1	HCV-4	Gabon	2017
LC650200.1	HCV-1	Japan	2020
LC462122.1	HCV-1	Japan	2017
LC435030.1	HCV-1	Cambodia	2016
LC435029.1	HCV-1	Cambodia	2016
LC435028.1	HCV-6	Cambodia	2016
LC435027.1	HCV-6	Cambodia	2016
LC435026.1	HCV-1	Cambodia	2012
LC435025.1	HCV-1	Cambodia	2012
LC435024.1	HCV-6	Cambodia	2012
LC435023.1	HCV-6	Cambodia	2012
LC435022.1	HCV-1	Viet Nam	2012
LC435021.1	HCV-6	Viet Nam	2012
LC414155.2	HCV-3	Japan	2017
LC368449.1	HCV-2	Japan	2017
LC368448.1	HCV-1	Japan	2016
LC368447.1	HCV-1	Japan	2016
LC368446.1	HCV-1	Japan	2016
LC368445.1	HCV-1	Japan	2015
LC368444.1	HCV-2	Japan	2015
LC368443.1	HCV-1	Japan	2015
LC368442.1	HCV-2	Japan	2015
LC368441.1	HCV-1	Japan	2015
LC368440.1	HCV-1	Belarus	2015
LC368439.1	HCV-2	Japan	2015
LC368438.1	HCV-2	Japan	2014
LC368437.1	HCV-1	Japan	2014
LC368436.1	HCV-1	Japan	2014
LC368435.1	HCV-6	Thailand	2014
LC368434.1	HCV-1	Japan	2013
LC368433.1	HCV-1	Japan	2013
LC368432.1	HCV-2	Japan	2013
LC368431.1	HCV-2	Japan	2013
LC368430.1	HCV-2	Japan	2013
LC368429.1	HCV-1	Japan	2012
LC368428.1	HCV-1	Japan	2012
LC368427.1	HCV-1	Japan	2012
LC368426.1	HCV-2	Japan	2012
LC368425.1	HCV-1	Japan	2012
LC368424.1	HCV-1	Japan	2012
LC368423.1	HCV-6	Myanmar	2012
LC368422.1	HCV-1	Japan	2012
LC368421.1	HCV-6	Myanmar	2012
LC368420.1	HCV-3	Myanmar	2012
LC368419.1	HCV-1	Japan	2012
LC368418.1	HCV-1	Japan	2012
LC368417.1	HCV-1	Japan	2013
LC368416.1	HCV-2	Japan	2012
LC368415.1	HCV-2	Japan	2012
LC368414.1	HCV-4	Japan	2011
LC368413.1	HCV-1	Japan	2011
LC368412.1	HCV-1	Myanmar	2011
LC368411.1	HCV-2	Japan	2008
LC368410.1	HCV-1	Japan	2008
LC368409.1	HCV-6	Myanmar	2008
LC368408.1	HCV-1	Japan	2008
LC368407.1	HCV-1	Japan	2011
LC368406.1	HCV-1	Japan	2010
LC368405.1	HCV-1	Japan	2010
LC368404.1	HCV-1	India	2010
LC368403.1	HCV-1	Japan	2010
LC368402.1	HCV-1	Japan	2010
LC368401.1	HCV-1	Japan	2009
LC368400.1	HCV-1	Japan	2009
LC368399.1	HCV-1	Japan	2009
LC368398.1	HCV-1	Japan	2009
LC368397.1	HCV-2	Japan	2009
LC368396.1	HCV-1	Japan	2009
LC368395.1	HCV-1	Japan	2009
LC368394.1	HCV-1	Japan	2009
LC368393.1	HCV-2	Japan	2009
LC368392.1	HCV-2	Japan	2007
LC368391.1	HCV-1	Indonesia	2007
LC368390.1	HCV-1	Japan	2007
LC368389.1	HCV-2	Japan	2007
LC368388.1	HCV-2	Japan	2006
LC368387.1	HCV-1	Japan	2006
LC368386.1	HCV-1	Japan	2006
LC368385.1	HCV-1	Japan	2005
LC368384.1	HCV-1	Japan	2006
LC368383.1	HCV-1	Japan	2006
LC368382.1	HCV-3	Brazil	2005
LC368381.1	HCV-1	Japan	2005
LC368380.1	HCV-1	Japan	2005
LC368379.1	HCV-1	Japan	2005
LC368378.1	HCV-2	Thailand	2004
LC368377.1	HCV-1	Japan	2004
LC368376.1	HCV-1	Japan	2004
LC368375.1	HCV-1	Japan	2003
LC368374.1	HCV-1	Australia	2003
LC368373.1	HCV-2	Japan	2001
LC368372.1	HCV-3	Japan	2006
LC368371.1	HCV-2	Japan	2007
LC368370.1	HCV-3	Japan	2011
LC368369.1	HCV-3	Japan	2000
LC368368.1	HCV-3	Japan	1999
LC368367.1	HCV-2	Japan	2015
LC368366.1	HCV-1	Japan	1997
LC368365.1	HCV-3	Japan	2007
LC368364.1	HCV-3	Japan	2007
LC368363.1	HCV-2	Japan	1997
LC368362.1	HCV-2	Japan	1998
LC368361.1	HCV-3	Japan	2002
LC368360.1	HCV-3	Japan	2002
LC368359.1	HCV-1	Japan	2013
LC368358.1	HCV-3	Japan	1999
LC368357.1	HCV-4	Japan	2008
LC368356.1	HCV-4	Japan	1999
LC368355.1	HCV-3	Japan	1999
LC368354.1	HCV-2	Japan	2005
LC368353.1	HCV-3	Japan	2007
LC368352.1	HCV-3	Japan	2011
LC368351.1	HCV-1	Japan	2011
LC368350.1	HCV-1	Japan	1997
LC368349.1	HCV-1	Japan	2005
LC368348.1	HCV-1	Japan	2003
LC368347.1	HCV-1	Japan	2008
LC368346.1	HCV-1	Japan	2004
LC368345.1	HCV-1	Japan	2015
LC368344.1	HCV-1	Japan	2014
LC368343.1	HCV-1	Japan	2014
LC368342.1	HCV-1	Japan	2013
LC368341.1	HCV-1	Japan	2013
LC368340.1	HCV-1	Japan	2013
LC368339.1	HCV-1	Japan	2012
LC368338.1	HCV-1	Japan	2012
LC368337.1	HCV-1	Japan	2011
LC368336.1	HCV-1	Japan	2011
LC368335.1	HCV-1	Japan	2012
LC368334.1	HCV-1	Japan	2010
LC368333.1	HCV-1	Japan	2011
LC368332.1	HCV-1	Japan	2015
LC368331.1	HCV-1	Japan	2014
LC368330.1	HCV-1	Japan	2014
LC368329.1	HCV-1	Japan	2014
LC368328.1	HCV-1	Japan	2014
LC368327.1	HCV-1	Japan	2011
LC368326.1	HCV-1	Japan	2011
LC368325.1	HCV-1	Japan	2010
LC368324.1	HCV-1	Japan	2009
LC368323.1	HCV-1	Japan	2009
LC368322.1	HCV-1	Japan	2009
LC368321.1	HCV-1	Japan	2008
LC368320.1	HCV-1	Japan	2008
LC368319.1	HCV-1	Japan	2007
LC368318.1	HCV-1	Japan	2006
LC368317.1	HCV-1	Japan	2006
LC368316.1	HCV-1	Japan	2006
LC368315.1	HCV-1	Japan	2006
LC368314.1	HCV-1	Japan	2006
LC368313.1	HCV-1	Japan	2006
LC368312.1	HCV-1	Japan	2004
LC368311.1	HCV-1	Japan	2003
LC368310.1	HCV-1	Japan	2003
LC368309.1	HCV-1	Japan	2000
LC209888.1	HCV-1	Japan	2016
LC209887.1	HCV-1	Japan	2015
LC209886.1	HCV-1	Japan	2016
LC209885.1	HCV-1	Japan	2014
LC209884.1	HCV-1	Japan	2016
LC209883.1	HCV-1	Japan	2016
LC209882.1	HCV-1	Japan	2016
LC209881.1	HCV-1	Japan	2015
LC209880.1	HCV-1	Japan	2016
LC209879.1	HCV-1	Japan	2015
LC209878.1	HCV-1	Japan	2015
LC209877.1	HCV-1	Japan	2011
LC209876.1	HCV-1	Japan	2014
LC209875.1	HCV-1	Japan	2015
LC209874.1	HCV-1	Japan	2016
LC209873.1	HCV-1	Japan	2016
LC209872.1	HCV-1	Japan	2015
LC209871.1	HCV-1	Japan	2016
LC209870.1	HCV-1	Japan	2015
LC209869.1	HCV-1	Japan	2015
LC209868.1	HCV-1	Japan	2015
LC209867.1	HCV-1	Japan	2015
LC209866.1	HCV-1	Japan	2015
LC209865.1	HCV-1	Japan	2014
LC209864.1	HCV-1	Japan	2015
LC209863.1	HCV-1	Japan	2016
LC150893.1	HCV-1	Japan	2008
LC011931.1	HCV-1	Japan	2007
LC011930.1	HCV-1	Japan	2004
LC011929.1	HCV-1	Japan	2012
LC011928.1	HCV-1	Japan	2007
LC011927.1	HCV-1	Japan	2003
KY883982.1	HCV-1	Austria	2015
KY883981.1	HCV-1	Austria	2009
KY780123.1	HCV-1	Austria	2013
KY780122.1	HCV-1	Austria	2015
KY704917.1	HCV-1	China	2003
KY348757.1	HCV-1	Equatorial Guinea	2015
KY283130.1	HCV-4	Egypt	2013
KY120332.1	HCV-3	China	2003
KY120331.1	HCV-1	China	2003
KY120330.1	HCV-6	China	2002
KY120329.1	HCV-6	China	2002
KY120328.1	HCV-1	China	2005
KY014622.1	HCV-6	China	2012
KX621556.1	HCV-2	United States	2005
KX621555.1	HCV-2	United States	2007
KX621554.1	HCV-2	United States	2001
KX621552.1	HCV-2	United States	2000
KX621551.1	HCV-2	United States	2000
KX621550.1	HCV-2	Australia	2007
KX621549.1	HCV-2	United States	2010
KX621548.1	HCV-2	United States	2010
KX621547.1	HCV-2	United States	2009
KX621546.1	HCV-2	United States	2007
KX621545.1	HCV-2	United States	2006
KX621544.1	HCV-1	United States	2011
KX621543.1	HCV-1	United States	2007
KX621542.1	HCV-1	United States	2005
KX621541.1	HCV-3	United States	2005
KX621540.1	HCV-1	United States	2006
KX621539.1	HCV-3	United States	2006
KX621538.1	HCV-1	United States	2006
KX621537.1	HCV-3	United States	2003
KX621536.1	HCV-1	United States	2001
KX621535.1	HCV-1	United States	2001
KX621534.1	HCV-3	United States	2001
KX621533.1	HCV-1	United States	2001
KX621532.1	HCV-1	United States	2000
KX621531.1	HCV-3	United States	2001
KX621530.1	HCV-3	United States	2002
KX621529.1	HCV-1	United States	2007
KX621528.1	HCV-1	United States	2007
KX621527.1	HCV-3	United States	2007
KX621526.1	HCV-1	United States	2007
KX621525.1	HCV-1	United States	2004
KX621524.1	HCV-1	United States	2011
KX621523.1	HCV-1	United States	2010
KX621522.1	HCV-3	United States	2003
KX621521.1	HCV-1	United States	2003
KX621520.1	HCV-1	United States	2001
KX621519.1	HCV-3	United States	2001
KX621518.1	HCV-3	United States	2001
KX621517.1	HCV-1	United States	2001
KX621516.1	HCV-3	United States	2001
KX621515.1	HCV-1	United States	2002
KX621514.1	HCV-1	United States	2001
KX621513.1	HCV-3	United States	2003
KX621512.1	HCV-1	United States	2006
KX621511.1	HCV-1	United States	2001
KX621510.1	HCV-1	United States	2001
KX621509.1	HCV-1	United States	2000
KX621508.1	HCV-3	United States	2006
KX621507.1	HCV-3	Australia	2007
KX621505.1	HCV-1	Australia	2009
KX621504.1	HCV-1	Australia	2008
KX621503.1	HCV-3	Australia	2009
KX621502.1	HCV-3	Australia	2008
KX621501.1	HCV-3	Australia	2008
KX621500.1	HCV-1	Australia	2008
KX621499.1	HCV-3	Australia	2007
KX621498.1	HCV-3	Australia	2007
KX621496.1	HCV-3	Australia	2007
KX621495.1	HCV-1	Australia	2006
KX621494.1	HCV-3	Australia	2007
KX621493.1	HCV-1	Australia	2006
KX621492.1	HCV-3	Australia	2011
KX621491.1	HCV-3	Australia	2011
KX621490.1	HCV-3	Australia	2009
KX621489.1	HCV-3	Australia	2011
KX621488.1	HCV-3	Canada	2011
KX621487.1	HCV-3	Canada	2010
KX621486.1	HCV-3	Canada	2009
KX621485.1	HCV-1	Canada	2010
KX621484.1	HCV-1	Canada	2009
KX621483.1	HCV-3	Canada	2006
KX621482.1	HCV-1	Canada	2006
KX621481.1	HCV-3	Canada	2006
KX621480.1	HCV-3	Canada	2007
KX621479.1	HCV-3	Canada	2005
KX621478.1	HCV-3	Canada	2005
KX621477.1	HCV-3	Canada	2005
KX621476.1	HCV-3	Canada	2006
KX621475.1	HCV-3	United States	2010
KX621474.1	HCV-1	United States	2010
KX621473.1	HCV-1	United States	2009
KX621472.1	HCV-3	United States	2008
KX621471.1	HCV-1	United States	2008
KX621470.1	HCV-3	United States	2006
KX621469.1	HCV-3	United States	2007
KX621468.1	HCV-1	United States	2007
KX621467.1	HCV-1	United States	2006
KX621466.1	HCV-1	United States	2005
KX621465.1	HCV-1	United States	2004
KX621464.1	HCV-1	United States	2005
KX621463.1	HCV-1	United States	2006
KX621462.1	HCV-1	United States	2006
KX621461.1	HCV-1	United States	2001
KX621460.1	HCV-1	United States	2006
KX621459.1	HCV-1	United States	2006
KX621458.1	HCV-1	United States	2006
KX621457.1	HCV-1	United States	2006
KX621456.1	HCV-1	United States	2004
KX621455.1	HCV-1	United States	2003
KX621454.1	HCV-3	United States	2003
KX621453.1	HCV-3	United States	2000
KX621452.1	HCV-1	United States	2001
KX621451.1	HCV-1	United States	2000
KX621450.1	HCV-1	United States	2001
KX621449.1	HCV-1	United States	2003
KX621448.1	HCV-1	United States	2001
KX621447.1	HCV-3	United States	2002
KX621446.1	HCV-1	United States	2001
KX621445.1	HCV-1	United States	2001
KX621444.1	HCV-1	United States	2001
KX621443.1	HCV-1	United States	1998
KX621442.1	HCV-1	United States	2010
KX621441.1	HCV-3	United States	2007
KX621440.1	HCV-1	United States	2010
KX621439.1	HCV-1	United States	2009
KX621438.1	HCV-1	United States	2008
KX621437.1	HCV-1	Australia	2006
KX621436.1	HCV-1	Australia	2007
KX621435.1	HCV-1	Australia	2007
KX621434.1	HCV-3	Australia	2006
KX621433.1	HCV-3	Australia	2007
KX621432.1	HCV-3	Australia	2007
KX621431.1	HCV-3	Australia	2005
KX621430.1	HCV-1	Australia	2005
KX621429.1	HCV-3	Australia	2004
KX621428.1	HCV-3	Australia	2008
KX621427.1	HCV-1	Australia	2007
KX621426.1	HCV-3	Australia	2007
KX621425.1	HCV-1	Australia	2006
KX621424.1	HCV-1	Australia	2006
KX621423.1	HCV-1	Australia	2004
KX621422.1	HCV-1	Australia	2004
KX172138.1	HCV-7	Belgium	2014
KX092342.1	HCV-7	France	2010
KU871311.1	HCV-6	Australia	2009
KU871310.1	HCV-6	Australia	2010
KU871309.1	HCV-1	Australia	2011
KU871308.1	HCV-1	Australia	2011
KU871307.1	HCV-1	Australia	2013
KU871306.1	HCV-1	Australia	2012
KU871305.1	HCV-1	Australia	2010
KU871304.1	HCV-1	Australia	2012
KU871303.1	HCV-1	Australia	2012
KU871302.1	HCV-1	Australia	2011
KU871301.1	HCV-1	Netherlands	2014
KU871300.1	HCV-1	Australia	2010
KU871299.1	HCV-3	Australia	2007
KU871298.1	HCV-3	Australia	2012
KU871297.1	HCV-3	Australia	2011
KU871296.1	HCV-3	Australia	2013
KU871295.1	HCV-3	Australia	2012
KU871294.1	HCV-3	Australia	2012
KU871293.1	HCV-4	Netherlands	2014
KU871292.1	HCV-4	Netherlands	2014
KU871291.1	HCV-4	Netherlands	2014
KU871290.1	HCV-4	Netherlands	2014
KU871289.1	HCV-4	Netherlands	2014
KU871288.1	HCV-4	Netherlands	2014
KU871287.1	HCV-4	Netherlands	2014
KU871286.1	HCV-4	Netherlands	2014
KU871285.1	HCV-4	Netherlands	2014
KU871284.1	HCV-4	Netherlands	2014
KU871283.1	HCV-4	Netherlands	2014
KU871282.1	HCV-5	Netherlands	2014
KU871281.1	HCV-5	Netherlands	2014
KU871280.1	HCV-5	Netherlands	2014
KU871279.1	HCV-5	Netherlands	2014
KU871278.1	HCV-2	Australia	2010
KU871277.1	HCV-2	Australia	2013
KU871276.1	HCV-2	Australia	2008
KU861171.1	HCV-7	Uganda	2014
KU746825.1	HCV-3	India	2012
KT983617.1	HCV-1	Unknown	2015
KT983616.1	HCV-1	Unknown	2010
KT735187.1	HCV-1	France	2014
KT735186.1	HCV-1	France	2014
KT735185.1	HCV-4	France	2014
KT735184.1	HCV-1	France	2010
KT735183.1	HCV-3	France	2011
KT735182.1	HCV-1	France	2013
KT735181.1	HCV-1	France	2013
KT735180.1	HCV-1	France	2013
KT735179.1	HCV-1	France	2013
KT735178.1	HCV-1	France	2011
KT734610.1	HCV-1	United States	2009
KT734609.1	HCV-1	United States	2009
KT734608.1	HCV-1	United States	2009
KT734607.1	HCV-1	United States	2009
KT734606.1	HCV-1	United States	2009
KT734605.1	HCV-1	United States	2009
KT734604.1	HCV-1	United States	2009
KT734603.1	HCV-1	United States	2009
KT734602.1	HCV-1	United States	2009
KT734601.1	HCV-1	United States	2009
KT734600.1	HCV-1	United States	2009
KT734599.1	HCV-1	United States	2009
KT734598.1	HCV-1	United States	2009
KT734597.1	HCV-1	United States	2009
KT734596.1	HCV-1	United States	2009
KT734595.1	HCV-1	United States	2009
KT734594.1	HCV-1	United States	2009
KT734593.1	HCV-1	United States	2009
KT734592.1	HCV-1	United States	2009
KT734591.1	HCV-1	United States	2009
KT734590.1	HCV-1	United States	2009
KT734589.1	HCV-1	United States	2009
KT734588.1	HCV-1	United States	2009
KT734587.1	HCV-1	United States	2009
KT734586.1	HCV-1	United States	2009
KT734585.1	HCV-1	United States	2009
KT734584.1	HCV-1	United States	2009
KT734583.1	HCV-1	United States	2009
KT734582.1	HCV-1	United States	2009
KT734581.1	HCV-1	United States	2009
KT734580.1	HCV-1	United States	2009
KT734579.1	HCV-1	United States	2009
KT734578.1	HCV-1	United States	2009
KT734577.1	HCV-1	United States	2009
KT734576.1	HCV-1	United States	2009
KT734575.1	HCV-1	United States	2009
KT734574.1	HCV-1	United States	2009
KT734573.1	HCV-1	United States	2009
KT734572.1	HCV-1	United States	2009
KT734571.1	HCV-1	United States	2009
KT734570.1	HCV-1	United States	2009
KT734569.1	HCV-1	United States	2009
KT734568.1	HCV-1	United States	2009
KT734567.1	HCV-1	United States	2009
KT734566.1	HCV-1	United States	2009
KT734565.1	HCV-1	United States	2009
KT734564.1	HCV-1	United States	2009
KT734563.1	HCV-1	United States	2009
KT734562.1	HCV-1	United States	2009
KT734561.1	HCV-1	United States	2009
KT734560.1	HCV-1	United States	2009
KT734559.1	HCV-1	United States	2009
KT734558.1	HCV-1	United States	2009
KT734557.1	HCV-1	United States	2009
KT734556.1	HCV-1	United States	2009
KT734555.1	HCV-1	United States	2009
KT734554.1	HCV-1	United States	2009
KT734553.1	HCV-1	United States	2009
KT734552.1	HCV-1	United States	2009
KT734551.1	HCV-1	United States	2009
KT734550.1	HCV-1	United States	2009
KT734549.1	HCV-1	United States	2009
KT734548.1	HCV-1	United States	2009
KT734547.1	HCV-1	United States	2009
KT734546.1	HCV-1	United States	2009
KT734545.1	HCV-1	United States	2009
KT734544.1	HCV-1	United States	2009
KT734543.1	HCV-1	United States	2009
KT734542.1	HCV-1	United States	2009
KT734541.1	HCV-1	United States	2009
KT734540.1	HCV-1	United States	2009
KT734539.1	HCV-1	United States	2009
KT734538.1	HCV-1	United States	2009
KT734537.1	HCV-1	United States	2009
KT734536.1	HCV-1	United States	2009
KT734535.1	HCV-1	United States	2009
KT734534.1	HCV-1	United States	2009
KT734533.1	HCV-1	United States	2009
KT734532.1	HCV-1	United States	2009
KT734531.1	HCV-1	United States	2009
KT734530.1	HCV-1	United States	2009
KT734529.1	HCV-1	United States	2009
KT734528.1	HCV-1	United States	2009
KT734527.1	HCV-1	United States	2009
KT734526.1	HCV-1	United States	2009
KT734525.1	HCV-1	United States	2009
KT734524.1	HCV-1	United States	2009
KT734523.1	HCV-1	United States	2009
KT734522.1	HCV-1	United States	2009
KT734521.1	HCV-1	United States	2009
KT734520.1	HCV-1	United States	2009
KT734519.1	HCV-1	United States	2009
KT734518.1	HCV-1	United States	2009
KT734517.1	HCV-1	United States	2009
KT734516.1	HCV-1	United States	2009
KT595242.1	HCV-5	Burkina Faso	2009
KR870888.1	HCV-1	Cameroon	2009
KP721475.1	HCV-2	China	2014
KM587630.1	HCV-6	United States	2012
KM587629.1	HCV-6	United States	2012
KM587628.1	HCV-6	United States	2012
KM587627.1	HCV-6	United States	2012
KM587626.1	HCV-5	United States	2012
KM587625.1	HCV-4	United States	2012
KM587624.1	HCV-4	United States	2012
KM587623.1	HCV-3	United States	2012
KM587622.1	HCV-3	Australia	2012
KM587621.1	HCV-2	United States	2012
KM587620.1	HCV-2	United States	2012
KM587619.1	HCV-2	New Zealand	2010
KM587617.1	HCV-2	Australia	2012
KM587616.1	HCV-2	United States	2012
KM587615.1	HCV-1	United States	2012
KM587614.1	HCV-1	United States	2012
KM349851.1	HCV-2	United States	2002
KM277581.1	HCV-1	Belgium	2007
KM277580.1	HCV-1	Belgium	2007
KM277579.1	HCV-1	Belgium	2007
KM277578.1	HCV-1	Belgium	2007
KM277577.1	HCV-1	Belgium	2007
KM277576.1	HCV-1	Belgium	2007
KM277575.1	HCV-1	Belgium	2007
KM277574.1	HCV-1	Belgium	2007
KM277573.1	HCV-1	Belgium	2007
KM277572.1	HCV-1	Belgium	2007
KM277571.1	HCV-1	Belgium	2007
KM277570.1	HCV-1	Belgium	2007
KM277569.1	HCV-1	Belgium	2007
KM277568.1	HCV-1	Belgium	2007
KM102770.1	HCV-1	Netherlands	2013
KM102769.1	HCV-1	Netherlands	2013
KM102768.1	HCV-1	Spain	2012
KM102767.1	HCV-1	Puerto Rico	2012
KM102766.1	HCV-1	United States	2012
KM102765.1	HCV-1	United States	2012
KM102764.1	HCV-1	United States	2012
KM102763.1	HCV-1	United States	2012
KM102762.1	HCV-1	United States	2012
KM102761.1	HCV-1	United States	2012
KM102760.1	HCV-1	United States	2012
KM043285.1	HCV-1	United States	2002
KM043284.1	HCV-4	United States	2007
KM043283.1	HCV-4	United States	2007
KM043282.1	HCV-4	United States	2007
KM043281.1	HCV-3	United States	1998
KM043280.1	HCV-3	United States	1998
KM043279.1	HCV-1	United States	2009
KM043278.1	HCV-1	United States	2009
KM043277.1	HCV-1	United States	1998
KM043276.1	HCV-1	United States	1998
KM043275.1	HCV-1	United States	1998
KM043274.1	HCV-1	United States	1998
KM043273.1	HCV-1	United States	2002
KM043272.1	HCV-1	United States	2002
KJ437342.3	HCV-3	Australia	2010
KJ437327.2	HCV-3	Australia	2007
KJ437318.2	HCV-3	Australia	2008
KJ437314.2	HCV-3	Australia	2007
KJ437313.2	HCV-3	Australia	2008
KJ437311.2	HCV-3	Australia	2007
KJ437307.2	HCV-3	Australia	2007
KJ437300.2	HCV-1	Australia	2008
KJ437296.2	HCV-1	Australia	2008
KJ437295.2	HCV-1	Australia	2011
KJ437279.2	HCV-1	Australia	2009
KJ437271.2	HCV-1	Australia	2009
KF700370.1	HCV-2	United States	2010
KF693783.1	HCV-2	Denmark	2013
KF693782.1	HCV-2	Denmark	2013
KF693781.1	HCV-2	Denmark	2013
KF693780.1	HCV-2	Denmark	2013
KF693779.1	HCV-2	Denmark	2013
KF693778.1	HCV-2	Denmark	2013
KF693777.1	HCV-2	Denmark	2013
KF693776.1	HCV-2	Denmark	2013
KF373567.1	HCV-5	India	2012
KF035127.1	HCV-3	India	2012
KF035126.1	HCV-3	India	2012
KF035125.1	HCV-3	India	2012
KF035124.1	HCV-3	India	2012
KF035123.1	HCV-3	India	2012
KC967479.1	HCV-2	Denmark	2012
KC967478.1	HCV-2	Denmark	2012
KC967477.1	HCV-2	Denmark	2012
KC967476.1	HCV-2	Denmark	2012
KC844052.1	HCV-1	China	2002
KC844051.1	HCV-1	China	2002
KC844050.1	HCV-2	China	2002
KC844049.1	HCV-1	China	2009
KC844048.1	HCV-2	China	2010
KC844047.1	HCV-1	China	2009
KC844046.1	HCV-5	China	2011
KC844045.1	HCV-4	China	2010
KC844044.1	HCV-3	China	2011
KC844043.1	HCV-2	China	2011
KC844042.1	HCV-2	China	2010
KC844041.1	HCV-3	China	2011
KC844040.1	HCV-6	China	2009
KC844039.1	HCV-6	China	2009
KC844038.1	HCV-6	China	2011
KC844037.1	HCV-6	China	2009
KC767834.1	HCV-5	South Africa	2010
KC767833.1	HCV-5	South Africa	2011
KC767832.1	HCV-5	South Africa	2011
KC767831.1	HCV-5	South Africa	2007
KC767830.1	HCV-5	South Africa	2010
KC767829.1	HCV-5	South Africa	2011
KC439527.1	HCV-1	United States	1995
KC439526.1	HCV-1	United States	2009
KC439525.1	HCV-1	United States	2009
KC439524.1	HCV-1	United States	2009
KC439523.1	HCV-1	United States	2009
KC439522.1	HCV-1	United States	2009
KC439521.1	HCV-1	United States	2009
KC439520.1	HCV-1	United States	2009
KC439519.1	HCV-1	United States	2002
KC439518.1	HCV-1	United States	2002
KC439517.1	HCV-1	United States	2002
KC439516.1	HCV-1	United States	2002
KC439515.1	HCV-1	United States	1995
KC439514.1	HCV-1	United States	1999
KC439513.1	HCV-1	United States	1998
KC439512.1	HCV-1	United States	1998
KC439511.1	HCV-1	United States	1997
KC439510.1	HCV-1	United States	1997
KC439509.1	HCV-1	United States	1997
KC439508.1	HCV-1	United States	1995
KC439507.1	HCV-1	United States	1995
KC439506.1	HCV-1	United States	1997
KC439505.1	HCV-1	United States	1997
KC439504.1	HCV-1	United States	1997
KC439503.1	HCV-1	United States	1997
KC439502.1	HCV-1	United States	2005
KC439501.1	HCV-1	United States	2003
KC439500.1	HCV-1	United States	2003
KC439499.1	HCV-1	United States	2002
KC439498.1	HCV-1	United States	2006
KC439497.1	HCV-1	United States	2006
KC439496.1	HCV-1	United States	2006
KC439495.1	HCV-1	United States	2006
KC439494.1	HCV-1	United States	2006
KC439493.1	HCV-1	United States	2006
KC439492.1	HCV-1	United States	2005
KC439491.1	HCV-1	United States	2005
KC439490.1	HCV-1	United States	2005
KC439489.1	HCV-1	United States	2005
KC439488.1	HCV-1	United States	2002
KC439487.1	HCV-1	United States	2003
KC439486.1	HCV-1	United States	2005
KC439485.1	HCV-1	United States	2004
KC439484.1	HCV-1	United States	2004
KC439483.1	HCV-1	United States	2004
KC439482.1	HCV-1	United States	2003
KC439481.1	HCV-1	United States	2003
KC283194.1	HCV-1	Pakistan	2010
KC197240.1	HCV-2	France	2008
KC197239.1	HCV-2	France	2009
KC197238.1	HCV-2	France	1995
KC197237.1	HCV-2	France	2001
KC197236.1	HCV-2	France	1995
KC197235.1	HCV-2	France	1995
KC197234.1	HCV-2	France	2009
KC197233.1	HCV-2	France	2009
KC197232.1	HCV-2	France	2005
KC197231.1	HCV-2	France	2001
KC197230.1	HCV-2	France	2008
KC197229.1	HCV-2	France	1995
KC197228.1	HCV-2	France	2004
KC197227.1	HCV-2	France	2008
KC197226.1	HCV-2	France	2001
KC191671.2	HCV-6	Malaysia	2010
KC155254.1	HCV-1	Germany	2012
JX472013.1	HCV-1	United States	1977
JX472012.1	HCV-1	United States	1977
JX472011.1	HCV-1	United States	1977
JX472010.1	HCV-1	United States	1977
JX472009.1	HCV-1	United States	1977
JX472008.1	HCV-1	United States	2003
JX472007.1	HCV-1	United States	2003
JX472006.1	HCV-1	United States	2003
JX472005.1	HCV-1	United States	2003
JX463641.1	HCV-1	United States	2007
JX463640.1	HCV-1	United States	2007
JX463639.1	HCV-1	United States	2007
